Report Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organization Name,Organization Address,Organization City,Organization State,Organization ZIP,Jurisdiction,Organization Country,Phone,Status,Case Number,Patient ID,Other Idenifier,Class,Common Species Name,Species,Subspecies,Genus,TSN Code,Gender,Patient Flag,Date Found,Time Found,Date Admitted,Time Admitted,Details of rescue,Care Given,Circumstances of Rescue,Primary,Suspected/Observed,Admission Comments,Rescue State,Rescue Juristiction,Rescue Address,Other Rescue Information,Latitude,Longitude,Elevation
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Euthanized,16-0076499,,,Birds,Great Horned Owl,virginianus,,Bubo,177884,Female,,12/07/2016,12:00 PM,12/07/2016,,Found laying in a farmers field - appears to have a broken wing,put in a box,Undetermined,Yes,Suspected,,NM,Bernalillo County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Euthanized,16-0077757,gray phase screech owl,,Birds,Eastern Screech-Owl,asio,NULL,Otus,177856,Indeterminate,,12/15/2016,8:00 AM,12/16/2016,,found on road,none,Collision / Moving object / Car/truck/motorcycle,Yes,Observed,,CT,Litchfield County,"Housatonic State Forest, Cornwall, CT 06796, USA",,41.7881802817,-73.3306128261,371.319519043
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Euthanized,17-0003517,54115-87,,Mammals,common raccoon,lotor,,Procyon,180575,Undetermined,,01/24/2017,5:00 AM,01/25/2017,,,,Entrapment / Spaces / Chimney,Yes,Suspected,,PA,Allegheny County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Euthanized,17-0006903,,,Birds,American Robin,migratorius,,Turdus,179759,Undetermined,,03/11/2017,2:00 AM,03/11/2017,,,,Collision / Stationary object / Walls/windows,Yes,Observed,,PA,Beaver County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Euthanized,20-0075750,2020-01,,Birds,Swainson's Hawk,swainsoni,,Buteo,175367,Undetermined,,10/14/2020,1:00 PM,10/14/2020,3:00 PM,,,Electrocution/Electric Shock,Yes,Observed,,PA,Butler County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Euthanized,22-0004328,FRED,,Birds,Rainbow Lorikeet,haematodus,,Trichoglossus,,Undetermined,,02/01/2022,,02/01/2022,,SOG,Water,Undetermined,Yes,Observed,B&F,WY,Park County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Permanent Resident,13-0040234,4563,left front foot white,Mammals,eastern gray squirrel,carolinensis,,Sciurus,180175,Female,,11/05/2013,2:00 AM,11/05/2013,,found on side of road,gave food,Environment / Weather / Wind,Yes,Observed,,IN,Clay County,,,39.813920916,-98.5486461566,560.9243774414
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Permanent Resident,22-0060893,,,mammals,Koala,cinereus,,Phascolarctos,552677,Female,,,,11/08/2022,,,,Collision / Moving object,Yes,Suspected,,PA,Clinton County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Placed,11-0010546,,,Reptiles,Reticulated Python,reticulatus,,Python,,Undetermined,,12/13/2011,,12/13/2011,,found in road,,Undetermined,Yes,Observed,,FL,Martin County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,10-0000094,Hank,,Birds,Red-tailed Hawk,jamaicensis,,Buteo,175350,Male,,09/16/2010,7:30 AM,09/23/2010,1:49 PM,Found on front doorstep this morning in a box labeled.....busted up opossum,,Inappropriate human possession,Yes,Suspected,,NJ,Middlesex County,,,42.650575005177,-73.746822510776,2.1873977
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,10-0000098,Snookums,,Mammals,eastern gray squirrel,carolinensis,,Sciurus,180175,Female,,09/15/2010,,09/23/2010,5:26 PM,Found at the bottom of a tree crying,,"Orphan, true / Parents not available",Yes,Observed,,MA,Barnstable County,,,41.704654112901,-70.302678835999,0.8018245
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,10-0000105,RTHA 5000-10-555,fx hum RBZ,Birds,Red-tailed Hawk,jamaicensis,,Buteo,175350,Female,,09/30/2010,1:00 PM,09/30/2010,4:47 PM,found in driveway surrounded by dogs,,Animal interaction / Domestic animal / Dog,No,Observed,,SC,Charleston County,,,32.8761689,-79.767916,7.9075236
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,10-0000105,RTHA 5000-10-555,fx hum RBZ,Birds,Red-tailed Hawk,jamaicensis,,Buteo,175350,Female,,09/30/2010,1:00 PM,09/30/2010,4:47 PM,found in driveway surrounded by dogs,,Collision / Moving object / Car/truck/motorcycle,Yes,Observed,found near road end of the driveway,SC,Charleston County,,,32.8761689,-79.767916,7.9075236
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,10-0000114,squirrel-01,,Mammals,eastern gray squirrel,carolinensis,,Sciurus,180175,Male,,11/16/2010,8:00 AM,11/16/2010,2:29 PM,Hampton Animal control picked up squirrel and dropped off on door step,,"Orphan, true / Parents not available",Yes,Suspected,,VA,Hampton (City),,,38.9518868,-77.3312517,119.2942429
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,10-0000129,BARRED-001,,Birds,Barred Owl,varia,,Strix,177921,Female,,12/01/2010,,12/01/2010,11:37 AM,Down in road,,Collision,Yes,Observed,Hit by car,MD,Baltimore County,,,39.674356,-76.744852,222.7904816
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,11-0001177,Red Fox,tag number 111122222,Mammals,Gray Fox,cinereoargenteus,,Urocyon,180609,Female,,02/24/2011,8:00 AM,02/24/2011,11:27 PM,"found fox under tree shaking, wet and blood around nose",,Undetermined,Yes,Suspected,,IN,Monroe County,,,39.227085,-86.6176459,215.1974335
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,11-0001218,Bob 1,Blue left ear,Mammals,Least Weasel,nivalis,,Mustela,180554,Undetermined,,02/24/2011,5:15 AM,02/25/2011,6:51 PM,Found in crate by front gate.,,Undetermined,Yes,Observed,,WI,Manitowoc County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,11-0010045,,,Birds,Great Horned Owl,virginianus,,Bubo,177884,Undetermined,,11/17/2011,,11/17/2011,,"found in yard after foggy night, bird is unable to stand.",Put in box and covered,Collision / Stationary object / Walls/windows,Yes,Observed,found after foggy night at the base of the house,WA,Benton County,,,46.2102212273,-119.134508676,122.9718017578
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,11-0010695,,,Birds,Bald Eagle,leucocephalus,,Haliaeetus,175420,Male,,09/01/2011,,09/01/2011,,unable to fly,,Undetermined,Yes,Suspected,,FL,St. Lucie County,,,39.8128001147,-98.5466935084,562.3846435547
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,11-0010698,,,Birds,Northern Mockingbird,polyglottos,,Mimus,178620,Undetermined,,08/19/2011,,09/13/2011,,unable to fly,,"Orphan, true / Parents not available",Yes,Observed,,FL,Martin County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,12-0002570,12-0001,,Reptiles,Snapping Turtle,serpentina,,Chelydra,173753,Undetermined,,09/23/2011,4:00 PM,02/26/2012,,Found in yard in fall,"Kept in tank with heating lamp, fed turtle food and worms",Inappropriate human possession,Yes,Suspected,"Found as hatchling, kept",KA,Chautauqua County,,,39.8140033272,-98.5499765322,557.6320800781
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,12-0010122,,,Birds,Brown Pelican,occidentalis,,Pelecanus,174685,Indeterminate,,06/19/2012,,06/19/2012,,found on side of the road unable to fly,,Undetermined,Yes,Observed,possibly hit by a car,FL,Collier County,,,25.96047,-81.507983,0.9239448309
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,12-0017084,12-5799,Inc. 07,Mammals,eastern gray squirrel,carolinensis,,Sciurus,180175,Female,,09/28/2012,,09/28/2012,,found squirrel under tree. mother not seen. nest destroyed by tree trimmer,warmed and kept in box.,Nest/Habitat Disturbance/Destruction,Yes,Suspected,,FL,Collier County,,,26.1981569,-81.7280679,3.2140002251
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,12-0017403,,,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Indeterminate,,10/06/2012,,10/06/2012,,Dog attack,,Animal interaction / Domestic animal / Dog,Yes,Suspected,,FL,Brevard County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,12-0017822,,,Reptiles,Florida mud turtle,subrubrum,steindachneri,Kinosternon,173763,Indeterminate,,10/20/2012,,10/20/2012,,Found in pool,,Human,Yes,Suspected,,FL,Brevard County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,12-0018623,"eyebrow ring, oink mowhawk",,Mammals,Virginia Opossum,virginiana,,Didelphis,179921,Female,,11/01/2012,,11/12/2012,,The Opossum was singing in the rain. Just singing in the rain.,voice lessons,Collision / Moving object / Train,Yes,Suspected,,MO,St. Louis City,,,39.8128001147,-98.5466935084,562.3846435547
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,12-0019075,,,Birds,Brown Pelican,occidentalis,,Pelecanus,174685,Undetermined,,,,11/26/2012,,,,Collision / Stationary object / Walls/windows,Yes,Observed,,FL,Brevard County,,,39.8128001147,-98.5466935084,562.3846435547
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,13-0000240,,,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Indeterminate,,,,01/04/2013,,,,Inappropriate human possession / Abduction with intent of rescue,Yes,Suspected,,KA,Clark County,,,39.8128001147,-98.5466935084,562.3846435547
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,13-0040753,2240,,Birds,Cackling Goose,hutchinsii,,Branta,714068,Undetermined,,10/06/2013,,10/07/2013,,Found on the side of the road unable to stand,none,Collision / Moving object,Yes,Observed,,OR,Multnomah County,"8620 Northeast Dyer Street, Portland, OR 97220, USA",,45.545695,-122.573946,73.8731079102
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,13-0042575,Raccoon,blue dot,Mammals,common raccoon,lotor,,Procyon,180575,Male,,12/27/2013,3:00 PM,12/28/2013,,found on side of road,none,"Orphan, true / Parents not available",Yes,Suspected,brokenleg,NJ,Warren County,"23 Main Street, Blairstown, NJ 07825, USA",,40.982823,-74.960736,108.081993103
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,14-0003345,cyan,,Birds,Barn Owl,alba,,Tyto,177851,Undetermined,,02/17/2014,5:35 AM,02/18/2014,,just came across the animal,none,"Orphan, true",Yes,Suspected,,NY,Genesee County,,,39.813920916,-98.5486461566,560.9243774414
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,14-0005730,,,Birds,Great Blue Heron,herodias,,Ardea,174773,Indeterminate,,03/18/2014,11:00 AM,03/18/2014,,,,Animal interaction / Non-domestic animal / Same species,Yes,Suspected,,IN,Brown County,,,39.813920916,-98.5486461566,560.9243774414
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,15-0005661,,,Birds,Ruddy Duck,jamaicensis,,Oxyura,175175,Male,,02/21/2015,,02/22/2015,,"Found swimming in pool, property owner called VBAC",None,Behavioral Stranding,Yes,Observed,,AB,Alberta Beach,,Unknown,38.03868,-78.915142,457.3574523926
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,15-0007784,Nymous,Blue bird,Mammals,common raccoon,lotor,,Procyon,180575,Female,dasdfasdf,,,03/11/2015,,,,Collision / Moving object / Motorized Yard Equipment,Yes,Suspected,,QC,Montr̩al,,,38.03868,-78.915142,457.3574523926
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,17-0100773,MUD11/20/17003,Binkey,Reptiles,Eastern Mud Turtle,subrubrum,,Kinosternon,208573,Indeterminate,,11/20/2017,9:00 AM,11/20/2017,1:00 PM,,,Behavioral Stranding,Yes,Observed,,NY,Westchester County,"800 Westchester Ave s, Rye Brook, NY 10573, USA",,41.0062814,-73.6901844,21.666557312
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,17-0100773,MUD11/20/17003,Binkey,Reptiles,Eastern Mud Turtle,subrubrum,,Kinosternon,208573,Indeterminate,,11/20/2017,9:00 AM,11/20/2017,1:00 PM,,,Projectile / Non-weapon,No,Suspected,,NY,Westchester County,"800 Westchester Ave s, Rye Brook, NY 10573, USA",,41.0062814,-73.6901844,21.666557312
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,19-0077440,,,Mammals,Virginia Opossum,virginiana,,Didelphis,179921,Undetermined,,,,11/29/2019,,"Mother ran over by car, 11 babies injured",,"Orphan, true / Parents not available",Yes,Suspected,,IA,Boone County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,20-0065041,1,,Birds,American Robin,migratorius,,Turdus,179759,Undetermined,,,,08/28/2020,,,,"Orphan, true / Parents not available",Yes,Suspected,,VA,Fairfax County,"6463 4th St, Alexandria, VA 22312, USA",,38.8172176,-77.1549424,76.8284683228
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,21-0020957,Chip,,Mammals,eastern chipmunk,striatus,,Tamias,180207,Undetermined,,05/05/2021,6:30 PM,05/05/2021,7:00 PM,"Found in road on Reddelien Road in Oconomowoc, just north of Allen Road. Was breathing rapidly, and would not move from the road. Appeared to be injured.","Put in container with holes in lid, called rehabber",Collision / Moving object / Car/truck/motorcycle,Yes,Observed,"Based on description, likely to have collided with vehicle. Was not moving from road, appeared panicked, some blood.",WI,Waukesha County,"621 Reddelien Rd, Oconomowoc, WI 53066, USA","Just north of intersection of Allen and Reddelien, on Reddelien Road",43.104843139648,-88.530128479004,276.227142334
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,22-0001614,OWC 1,DD,Mammals,eastern gray squirrel,carolinensis,,Sciurus,180175,Male,,,,01/13/2022,2:16 PM,,,"Orphan, true / Parents not available",Yes,Suspected,,PA,Franklin County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,22-0001615,OWC 2,DD,Mammals,eastern gray squirrel,carolinensis,,Sciurus,180175,Female,,01/13/2022,1:00 PM,01/13/2022,2:00 PM,,,"Orphan, true / Parents not available",Yes,Suspected,,PA,Franklin County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,22-0059924,2022-1010,,Birds,Short-toed Rock Thrush,brevipes,,Monticola,,Female,dasdfasdf,,,10/30/2022,,,,Collision / Moving object / Car/truck/motorcycle,Yes,Observed,,PA,Adams County,"3009 Pinewood Cir, Manhattan, KS 66502, USA",,39.212116241455,-96.613151550293,341.2870788574
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Released,24-0030002,Bob,,Birds,Red-tailed Hawk,jamaicensis,,Buteo,175350,Undetermined,,07/01/2024,,07/02/2024,,,,Nest/Habitat Disturbance/Destruction,Yes,Observed,,VA,Chesapeake (City),,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Self-Release,11-0001293,11-a1234,herky,Birds,Red-tailed Hawk,jamaicensis,,Buteo,175350,Undetermined,,03/01/2011,6:00 AM,03/01/2011,5:54 PM,test case found on the curb,,Undetermined,Yes,Observed,,CA,San Luis Obispo County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Self-Release,11-0001556,,,Mammals,Raccoon,lotor,,Procyon,180575,Female,,03/01/2011,3:00 PM,03/12/2011,,tried to make pet out of a raccoon,,Confiscation,Yes,Suspected,,TX,Bexar County,,,38.951636493404,-77.333569128589,113.0503922
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Self-Release,18-0010820,189999,C1-9999,Birds,Barn Owl,alba,,Tyto,177851,Female,V̩rifier poids,,,10/17/2018,,,no,Animal interaction / Non-domestic animal / Same species,Yes,Suspected,,PA,Adams County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Transferred,12-0018954,,,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Indeterminate,,11/21/2012,,11/21/2012,,,,Animal interaction / Domestic animal / Dog,Yes,Suspected,,FL,Brevard County,,,39.8128001147,-98.5466935084,562.3846435547
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Transferred,15-0014855,Jos̩phine,,Mammals,common raccoon,lotor,,Procyon,180575,Female,V̩rifier poids,04/27/2015,3:00 AM,04/27/2015,,Trouv̩ sur le bord de la 138,eau,Undetermined,Yes,Suspected,,FL,Broward County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Transferred,15-0064063,2720-15,,Birds,Red-tailed Hawk,jamaicensis,,Buteo,175350,Undetermined,,11/12/2015,6:30 PM,11/12/2015,,Not flying,,Projectile / Weapon / Gunshot / Air gun/BB gun,Yes,Suspected,,AZ,Pima County,"11750 N Vista Del Sol, Oro Valley, AZ 85742, USA",,32.4193939,-111.022483,836.0122680664
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Transferred,15-0065571,spca2,,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Undetermined,,12/22/2015,,12/22/2015,,,,"Orphan, true / Parents not available",Yes,Observed,,PA,Erie County,,,40.0467511787,-77.9550130966,272.395904541
