patients.address_found,patients.admitted_at,patients.admitted_by,patients.city_found,patients.clinical_signs,patients.common_name,patients.county_found,patients.diagnosis,patients.disposition,patients.found_at,patients.keywords,patients.lat_found,patients.lng_found,patients.name,patients.notes_about_rescue,patients.reason_for_disposition,patients.reasons_for_admission,patients.release_type,species.genus,species.species
9427 Double Eagle Lane,2024-09-21 11:34:00,KS,Marshall,,Eastern Gray Squirrel,Fauquier,D - Domestic animal attack,Released,2024-09-21,"cat attack, B - Baby",,,,"Finder denies any direct contact/exposures, as they were able to pick up the EGS with gloved hands without any reported bare skin contact with the EGS, nor any bites/licks/scratches by the EGS. Finder reports her cat did have the EGS in their mouth, but notes her cat is UTD on rabies vaccination. I informed the finder that the EGS does have fleas, which can transmit bacteria/viruses/parasites to people/pets, so advised they follow up with their regular vet and/or doctor if they / their cat or other pets develop any abnormal symptoms, which she was already aware of.",Ready for release,Caught by cat,,Sciurus,carolinensis
41133 Sheffield Forest Dr,2024-09-21 12:37:00,KS,Aldie,,Great Horned Owl,Loudoun,M - Human non-intentional,Euthanized in 24hr,2024-09-21,constriction,,,,,Poor Prognosis,"Caught in kite string, trapped in a tree",,Bubo,virginianus
224 Springdale Road,2024-09-21 13:21:00,KS,Winchester,,Merlin,Frederick,T - Unknown Trauma,Euthanized in 24hr,2024-09-20,trauma,,,,"Finder reports her son and husband found the falcon down in the backyard yesterday. Their 14 y.o. son was the one who initially saw the falcon and initially ""trapped it because he wanted to train the falcon how to hunt,"" then showed his dad who advised they bring it to a wildlife rehabilitator/falconer. Their son picked the falcon up bare handed and the finder's husband also handled the falcon w/ bare hands. I advised that this is generally not recommended, due to risk of injury from talons/beak, stress on the bird, as well as disease spread, etc.. Finder was informed of the risk of disease, including but not limited to Avian Flu/WNV, which are transmissible to other birds / animals / people. I advised they follow up with their regular medical provider for any concerns regarding disease transmission, especially if they develop any abnormal symptoms, and inform them of contact with a potentially sick bird and advised they reach out to us if they wish to receive HPAI test results for this falcon. I also informed them of the potential transmission to their ducks, including via direct contact / fomites (e.g. clothes, other items the falcon touched), and sent VA DWR link on Avian Flu regarding recommendations on safely cleaning surfaces with protective gear to help prevent transmission. I advised they wash hands / shower and wash clothes before handling their ducks. I recommended they have the ducks follow up with their regular vet regarding disease transmission, especially if noticing abnormal symptoms and/or sudden death in ducks. Finders expressed understanding.",Poor Prognosis,"Found on the ground, no obvious signs of injury, unable to fly and easily caught",,Falco,columbarius
10901 Wild Ginger Cir,2024-09-21 14:34:00,KS,Manassas,,Eastern Cottontail,Prince William,T - Unknown Trauma,Euthanized in 24hr,2024-09-21,suspect HBV,,,,"Finder denies any direct contact/exposures, as he was able to scoop the ECT against the corner it was sitting in  with a cardboard box, then the ECT hopped in on their own, without any reported bare skin contact, nor any bites/licks/scratches by the ECT. He denies any interactions between the ECT and domestic animals. Transporter denies any direct contact / exposure.",Poor Prognosis,"Suspect HBV, degloving wound to backside",,Sylvilagus,floridanus
286 Deerhaven Rd,2024-09-21 14:43:00,KS,Front Royal,,White-footed Mouse,Warren,B - Baby,Euthanized in 24hr,2024-09-21,"B - Baby, small, orphan",,,,"Finder reports she picked up and held the baby mouse bare handed to keep it warm, but denies any bites, licks, or scratches by the mouse. She denies any interactions between domestic animals and the mouse.",Poor Prognosis,Found baby mouse in the yard near deceased sibling without sing of mom or nest,,Peromyscus,leucopus
85 Skylar Ct,2024-09-21 15:57:00,KS,Harpers Ferry,,Eastern Phoebe,Jefferson,W - Window Strike,Euthanized in 24hr,2024-09-21,trauma,,,,,Poor Prognosis,Window strike this AM (confirmed),,Sayornis,phoebe
900 Monroe Ave,2024-09-22 10:13:00,KS,Front Royal,,Sora,Warren,U - Unknown,Dead on arrival,2024-09-22,,,,,,Dead on arrival,Found down in a parking lot,,Porzana,carolina
Banshee Reeks Nature Preserve,2024-09-22 11:11:00,KS,Leesburg,,Deer Mouse,Loudoun,M - Human non-intentional,Euthanized in 24hr,2024-09-22,"trapped, trauma",,,,"Finder denies any direct contact/exposures, as he used a dust pan to scoop the mouse into the box, without any reported bare handed contact, nor any bites / licks / scratches by the mouse, and denies any interactions between the mouse and domestic animals.",Poor Prognosis,Found in a snap trap with right front foot injury,,Peromyscus,maniculatus
9623 Ada Road,2024-09-22 11:15:00,KS,Marshall,,Eastern Copperhead,Fauquier,M - Human non-intentional,Released,2024-09-21,garden netting,,,,,Ready for release,Caught in garden mesh,Hard,Agkistrodon,Contortrix
120 Lawson Rd SE,2024-09-22 11:16:00,KS,Leesburg,,House Finch,Loudoun,I - Infectious Disease,Died in 24hr,2024-09-21,"trauma, Mycoplasma",,,,,Natural Death,"Picked up by a hawk, then their dog chased hawk off (did not get ahold of hawk), but the songbird was then dropped by the hawk",,Haemorhous,mexicanus
315 Braeburn Dr,2024-09-22 11:50:00,KS,Winchester,,Blue Jay,Frederick,T - Unknown Trauma,Euthanized in 24hr,2024-09-21,trauma,,,,,Poor Prognosis,Found w/ broken leg,,Cyanocitta,cristata
Found about 1/4 mile east of the Fort Valley Rd & Spring Mountain Way intersection (coordinates below),2024-09-22 13:21:00,KS,Fort Valley,,Woodland Box Turtle,Shenandoah,T - Unknown Trauma,Euthanized in 24hr,2024-09-22,suspect HBV,38.910683,-78.355654,,,Poor Prognosis,"Found in the road, suspect HBV",,Terrapene,Carolina
20165 Foggy Bottom Rd,2024-09-22 13:50:00,KS,Bluemont,,Woodland Box Turtle,Clarke,M - Human non-intentional,Euthanized in 24hr,2024-09-21,Lawnmower,,,,,Poor Prognosis,"Lawn mower injury, fly eggs",,Terrapene,Carolina
824 Catoctin Cir,2024-09-22 13:55:00,KS,Leesburg,,Eastern Gray Squirrel,Loudoun,T - Unknown Trauma,Euthanized in 24hr,2024-09-22,"trauma, B - Baby",,,,No direct contact/exposures reported by Kristi Titus.,Poor Prognosis,Hind end paralysis,,Sciurus,carolinensis
20720 Sweetair Ct,2024-09-22 13:56:00,KS,Ashburn,,Eastern Gray Squirrel,Loudoun,T - Unknown Trauma,Euthanized in 24hr,2024-09-22,trauma,,,,No direct contact/exposures reported by Kristi Titus.,Poor Prognosis,Hind end paralysis,,Sciurus,carolinensis
1609 Woodbridge Ct,2024-09-22 13:57:00,KS,Leesburg,,Eastern Cottontail,Loudoun,U - Unknown,Dead on arrival,2024-09-22,,,,,No direct contact/exposures reported by Kristi Titus.,Dead on arrival,ECTL found lying lateral,,Sylvilagus,floridanus
808 Duncan Place SE,2024-09-22 13:58:00,KS,Leesburg,,House Finch,Loudoun,I - Infectious Disease,Died +24hr,2024-09-22,"Mycoplasma, suspect cat attack",,,,,Natural Death,Suspect mycoplasma,,Haemorhous,mexicanus
6315 Cloverdale Way,2024-09-22 14:44:00,KS,Franconia,,Mourning Dove,Alexandria,D - Domestic animal attack,Died in 24hr,2024-09-22,"B - Baby, cat attack",,,,,Natural Death,Cat attack,,Zenaida,macroura
3812 Edison Street,2024-09-22 14:46:00,KS,Alexandria,,Mourning Dove,Alexandria,D - Domestic animal attack,Released,2024-09-22,cat attack,,,,,Ready for release,Cat attack,,Zenaida,macroura
Found on the road next to 6107 Beach Rd,2024-09-22 15:38:00,KS,Warrenton,,Woodland Box Turtle,Fauquier,H - Hit by Vehicle,Pending,2024-09-21,,,,,,,HBV,,Terrapene,Carolina
1029 Bifrost Way,2024-09-22 15:43:00,KS,Linden,,Brown Thrasher,Warren,I - Infectious Disease,Euthanized in 24hr,2024-09-22,pox,,,,,Poor Prognosis,"Poor flying capability for past month, will fly to feeder about 4-5 feet off the ground, hops around, but cannot get full flight",,Toxostoma,rufum
46 Blue Knob Dr,2024-09-22 15:57:00,KS,Front Royal,,Eastern Gray Squirrel,Warren,S - Non-infectious Disease,Euthanized in 24hr,2024-09-22,"B - Baby, orphan",,,,"Finder denies any direct contact / exposures, as she used gloved hands to pick up the EGS and place him/her into a tote bag without any reported bare skin contact, nor any bites / licks / scratches by the EGS, and denies any interactions w/ domestic animals.",Poor Prognosis,"Found in road, repeatedly approaching finders",,Sciurus,carolinensis
126 W Blakeley Dr,2024-09-23 11:11:00,KS,Charles Town,,Scarlet Tanager,Jefferson,W - Window Strike,Released,2024-09-23,trauma,,,,,Ready for release,Window strike,,Piranga,olivacea
38832 Wheatland Rd,2024-09-23 11:32:00,KS,Waterford,,Downy Woodpecker,Loudoun,T - Unknown Trauma,Died in 24hr,2024-09-23,,,,,,Natural Death,"Found down, unable to fly, puffed up feathers, lethargic",,Dryobates,pubescens
523 Edwards Drive,2024-09-23 11:56:00,KS,Fredericksburg,,Eastern Cottontail,Stafford,T - Unknown Trauma,Euthanized in 24hr,2024-09-21,,,,,No reported direct contact/exposures by Stafford Co. Animal Control/Shelter staff.,Poor Prognosis,Lawn mower injury to the eye,,Sylvilagus,floridanus
115 Hidden Brook Drive,2024-09-23 11:57:00,KS,Stafford,,Canada Goose,Stafford,T - Unknown Trauma,Euthanized in 24hr,2024-09-23,,,,,,Poor Prognosis,Right wing injury,,Branta,canadensis
About 2500-2600 Laurel Grove Rd,2024-09-23 13:47:00,KS,Winchester,,Woodland Box Turtle,Frederick,T - Unknown Trauma,Euthanized in 24hr,2024-09-22,suspect HBV,,,,,Poor Prognosis,"Suspect HBV, found on their back in the road, cracked shell and bleeding",,Terrapene,Carolina
38708 Triticum Lane,2024-09-23 14:31:00,KS,Lovettsville,,Dekay's Brown Snake,Loudoun,T - Unknown Trauma,Died +24hr,2024-09-18,,,,,,Natural Death,"Found in the yard with a wound, possible snake fungal disease",,Storeria,Dekayi
14998 Bankfield Drive,2024-09-23 16:45:00,KS,Waterford,,Eastern Ratsnake,Loudoun,M - Human non-intentional,Released,2024-09-23,,,,,,Ready for release,"Caught on glue trap early this AM around midnight, removed by finder using popsicle sticks",,Pantherophis,alleghaniensis
305 Chincoteague Ct.,2024-09-24 10:12:00,AW,Purcellville,,Big Brown Bat,Loudoun,A - Abduction,Released,2024-09-24,abducted,,,,,Ready for release,Fell from deck umbrella,Hard,Eptesicus,fuscus
19687 Gap Junction Ln,2024-09-24 10:15:00,AW,Ashburn,,Northern Raccoon,Loudoun,T - Unknown Trauma,Euthanized in 24hr,2024-09-24,B - Baby,,,,,Poor Prognosis,Rear left leg injury,,Procyon,lotor
Corner of N. Point Dr. and Ridge Point Ln,2024-09-24 11:09:00,AW,Fredericksburg,,Woodland Box Turtle,Stafford,H - Hit by Vehicle,Euthanized in 24hr,2024-09-24,suspect HBV,,,,,Poor Prognosis,Suspected HBV,,Terrapene,Carolina
4211 High Ridge Rd,2024-09-24 11:24:00,AW,Haymarket,,Barred Owl,Prince William,T - Unknown Trauma,Euthanized in 24hr,2024-09-24,suspect HBV,,,,,Poor Prognosis,"Suspected HBV, unable to fly and very lethargic",,Strix,varia
38843 Irish Corner Rd.,2024-09-24 12:20:00,AW,Lovettsville,,Eastern Bluebird,Loudoun,T - Unknown Trauma,Died in 24hr,2024-09-23,,,,,,Natural Death,"Unable to fly, found in window well with standing water in it",,Sialia,sialis
1107 W. Grace St,2024-09-24 13:38:00,AW,Richmond,,Mourning Dove,Richmond City,B - Baby,Euthanized +24hr,2024-09-10,"B - Baby, fell from nest",,,,,Poor Prognosis,Fell from nest,,Zenaida,macroura
12224 Yowell Rd.,2024-09-24 13:42:00,AW,Ashland,,Eastern Gray Squirrel,Hanover,B - Baby,Released,2024-09-06,B - Baby,,,,,Ready for release,Orphaned,,Sciurus,carolinensis
12224 Yowell Rd.,2024-09-24 13:42:00,AW,Ashland,,Eastern Gray Squirrel,Hanover,B - Baby,Released,2024-09-06,B - Baby,,,,,Ready for release,Orphaned,,Sciurus,carolinensis
12224 Yowell Rd.,2024-09-24 13:42:00,AW,Ashland,,Eastern Gray Squirrel,Hanover,B - Baby,Released,2024-09-06,B - Baby,,,,,Ready for release,Orphaned,,Sciurus,carolinensis
12224 Yowell Rd.,2024-09-24 13:42:00,AW,Ashland,,Eastern Gray Squirrel,Hanover,B - Baby,Released,2024-09-06,B - Baby,,,,,Ready for release,Orphaned,,Sciurus,carolinensis
17804 Running Colt Pl.,2024-09-24 13:47:00,AW,Leesburg,,Eastern Ratsnake,Loudoun,M - Human non-intentional,Released,2024-09-24,"glue trap, B - Baby",,,,,Ready for release,Stuck on a glue trap,Hard,Pantherophis,alleghaniensis
5 Amara Dr.,2024-09-24 14:51:00,AW,Fredericksburg,,Canada Goose,Stafford,K - Toxicity,Released,2024-09-24,lead,,,,,Ready for release,Unable to fly,,Branta,canadensis
12212 Quorn Ln.,2024-09-24 14:52:00,AW,Reston,,Red-tailed Hawk,Fairfax,T - Unknown Trauma,Euthanized in 24hr,2024-09-23,trauma,,,,,Poor Prognosis,Multiple wounds with maggots present,,Buteo,jamaicensis
4320 Seminary Rd.,2024-09-24 16:37:00,AW,Alexandria,,Eastern Gray Squirrel,Alexandria,T - Unknown Trauma,Euthanized in 24hr,2024-09-24,suspect HBV,,,,,Poor Prognosis,"Suspect HBV, blood on face",,Sciurus,carolinensis
x,2024-09-25 09:39:00,AW,Purcellville,,Woodland Box Turtle,Loudoun,T - Unknown Trauma,Euthanized in 24hr,2024-09-24,,,,,,Poor Prognosis,"Eyes bugging out of head from old injury, no found location",,Terrapene,Carolina
173 Ritenour Ln.,2024-09-25 09:50:00,AW,Maurertown,,Northern Cardinal,Shenandoah,T - Unknown Trauma,Euthanized in 24hr,2024-09-25,,,,,,Poor Prognosis,"Injured wing, lethargic",,Cardinalis,cardinalis
x,2024-09-25 09:52:00,AW,Bluemont,,Eastern Gray Squirrel,Fauquier,T - Unknown Trauma,Released,2024-09-23,suspect HBV,,,,,Ready for release,Found in the road,,Sciurus,carolinensis
42429 Goldenseal Sq.,2024-09-25 12:36:00,AW,Ashburn,,House Sparrow,Loudoun,X - Invasive,Euthanized in 24hr,2024-09-24,,,,,,Invasive,unable to fly,,Passer,domesticus
6227 Summer Pond Dr. Apt. F,2024-09-25 13:40:00,AW,Centreville,,Great Blue Heron,Fairfax,T - Unknown Trauma,Euthanized in 24hr,2024-09-25,,,,,,Poor Prognosis,Leg nearly amputated,,Ardea,herodias
George Washington NF Elizabeth Furnace,2024-09-26 09:04:00,AW,Fort Valley,,Snapping Turtle,Shenandoah,H - Hit by Vehicle,Pending,2024-09-26,,,,,"Here is the found location according to finder: ""When you turn onto Fort Valley Rd. from rt.55, drive straight until you see the ""Entering George Washington National Forest"" sign on the right-hand side of the road.  Once you see the sign, drive 3.3 miles.  You will pass all the camping and hiking signs. Soon, there will be a turn-off on the right which is in a horseshoe shape, with an island in the middle (the only one in the forest).  The turtle was found about 10 ft before the turn-off heading towards the creek. If you see the ""Leaving the George Washington National Forest"" sign, you have gone too far.""",,HBV,,Chelydra,Serpentina
Glen Welby Farm,2024-09-26 09:41:00,AW,Marshall,,American Crow,Fauquier,K - Toxicity,Euthanized +24hr,2024-09-25,lead,,,,,Poor Prognosis,Broken wing,,Corvus,brachyrhynchos
862 White Post Rd,2024-09-26 10:31:00,AW,White Post,,Eastern Cottontail,Clarke,D - Domestic animal attack,Died in 24hr,2024-09-26,cat attack,,,,,Natural Death,Cat attack,,Sylvilagus,floridanus
4869 Harry Byrd Hwy (Nalls Farm Market),2024-09-26 12:07:00,AW,Berryville,,American Crow,Clarke,T - Unknown Trauma,Euthanized in 24hr,2024-09-26,trauma,,,,,Poor Prognosis,"Limping, unable to fly",,Corvus,brachyrhynchos
142 Foxridge Ln.,2024-09-26 12:57:00,AW,Winchester,,Blackpoll Warbler,Frederick,T - Unknown Trauma,Released,2024-09-26,,,,,,Ready for release,finder observed the bird fall onto sidewalk from sky and land on back,Hard,Setophaga,striata
290 Hunters Rd.,2024-09-26 12:59:00,AW,Washington,,Swainson's Thrush,Rappahannock,T - Unknown Trauma,Euthanized in 24hr,2024-09-25,trauma,,,,Finder does not have an email to use so will be calling for an update.,Poor Prognosis,Unable to fly,,Catharus,ustulatus
4001 Calmes Neck Ln.,2024-09-26 14:57:00,AW,Boyce,,Woodland Box Turtle,Clarke,H - Hit by Vehicle,Released,2024-09-26,,,,,,Ready for release,HBV but no injuries,Returned to rescuer,Terrapene,Carolina
Center Brook Sq. (near golf course),2024-09-26 14:59:00,AW,Sterling,,Woodland Box Turtle,Loudoun,T - Unknown Trauma,Euthanized in 24hr,2024-09-26,suspect HBV,,,,,Poor Prognosis,Shell injury,,Terrapene,Carolina
863 John Mosby Hwy,2024-09-27 09:29:00,KS,Boyce,,Snapping Turtle,Clarke,H - Hit by Vehicle,Died in 24hr,2024-09-27,,,,,,Natural Death,HBV,,Chelydra,Serpentina
485 Lake Serene Dr.,2024-09-27 09:32:00,AW,Winchester,,Woodland Box Turtle,Frederick,T - Unknown Trauma,Released,2024-09-26,abducted,,,,,Ready for release,Shell damage,Hard,Terrapene,Carolina
16 Black Forest Ln,2024-09-27 09:38:00,AW,Lovettsville,,Cooper's Hawk,Loudoun,T - Unknown Trauma,Euthanized in 24hr,2024-09-27,"trauma, B - Baby",,,,,Poor Prognosis,Unable to fly,,Accipiter,cooperii
6218 Windward Dr.,2024-09-27 12:36:00,AW,Burke,,Yellow-bellied Slider,Fairfax,T - Unknown Trauma,Released,2024-09-27,,,,,,Ready for release,Cracked shell,,Trachemys,Scripta
2329 Contest Ln.,2024-09-27 14:12:00,AW,Haymarket,,Northern Mockingbird,Prince William,I - Infectious Disease,Euthanized in 24hr,2024-09-27,pox,,,,,Poor Prognosis,Found in the road unable to fly with cars passing over,,Mimus,polyglottos
